Time,linear.x,linear.y,linear.z,angular.x,angular.y,angular.z
120.79,30.0,0.0,0.0,0.0,0.0,0.0
120.84,30.0,0.0,0.0,0.0,0.0,0.0
120.89,30.0,0.0,0.0,0.0,0.0,0.0
120.94,30.0,0.0,0.0,0.0,0.0,0.0
120.99,30.0,0.0,0.0,0.0,0.0,0.0
121.04,30.0,0.0,0.0,0.0,0.0,0.0
121.09,30.0,0.0,0.0,0.0,0.0,0.0
121.14,30.0,0.0,0.0,0.0,0.0,0.0
121.19,30.0,0.0,0.0,0.0,0.0,0.0
121.24,30.0,0.0,0.0,0.0,0.0,0.0
121.29,30.0,0.0,0.0,0.0,0.0,0.0
121.34,30.0,0.0,0.0,0.0,0.0,0.0
121.39,30.0,0.0,0.0,0.0,0.0,0.0
121.44,30.0,0.0,0.0,0.0,0.0,0.0
121.49,30.0,0.0,0.0,0.0,0.0,0.0
121.54,30.0,0.0,0.0,0.0,0.0,0.0
121.59,30.0,0.0,0.0,0.0,0.0,0.0
121.64,30.0,0.0,0.0,0.0,0.0,0.0
121.69,30.0,0.0,0.0,0.0,0.0,0.0
121.74,30.0,0.0,0.0,0.0,0.0,0.0
121.79,30.0,0.0,0.0,0.0,0.0,0.0
121.84,30.0,0.0,0.0,0.0,0.0,0.0
121.89,30.0,0.0,0.0,0.0,0.0,0.0
121.94,30.0,0.0,0.0,0.0,0.0,0.0
121.99,30.0,0.0,0.0,0.0,0.0,0.0
122.04,30.0,0.0,0.0,0.0,0.0,0.0
122.09,30.0,0.0,0.0,0.0,0.0,0.0
122.14,30.0,0.0,0.0,0.0,0.0,0.0
122.19,30.0,0.0,0.0,0.0,0.0,0.0
122.24,30.0,0.0,0.0,0.0,0.0,0.0
122.29,30.0,0.0,0.0,0.0,0.0,0.0
122.34,30.0,0.0,0.0,0.0,0.0,0.0
122.39,30.0,0.0,0.0,0.0,0.0,0.0
122.44,30.0,0.0,0.0,0.0,0.0,0.0
122.49,30.0,0.0,0.0,0.0,0.0,0.0
122.54,30.0,0.0,0.0,0.0,0.0,0.0
122.59,30.0,0.0,0.0,0.0,0.0,0.0
122.64,30.0,0.0,0.0,0.0,0.0,0.0
122.69,30.0,0.0,0.0,0.0,0.0,0.0
122.74,30.0,0.0,0.0,0.0,0.0,0.0
122.79,30.0,0.0,0.0,0.0,0.0,0.0
122.84,30.0,0.0,0.0,0.0,0.0,0.0
122.89,30.0,0.0,0.0,0.0,0.0,0.0
122.94,30.0,0.0,0.0,0.0,0.0,0.0
122.99,30.0,0.0,0.0,0.0,0.0,0.0
123.04,30.0,0.0,0.0,0.0,0.0,0.0
123.09,30.0,0.0,0.0,0.0,0.0,0.0
123.14,30.0,0.0,0.0,0.0,0.0,0.0
123.19,30.0,0.0,0.0,0.0,0.0,0.0
123.24,30.0,0.0,0.0,0.0,0.0,0.0
123.29,30.0,0.0,0.0,0.0,0.0,0.0
123.34,30.0,0.0,0.0,0.0,0.0,0.0
123.39,30.0,0.0,0.0,0.0,0.0,0.0
123.44,30.0,0.0,0.0,0.0,0.0,0.0
123.49,30.0,0.0,0.0,0.0,0.0,0.0
123.54,30.0,0.0,0.0,0.0,0.0,0.0
123.59,30.0,0.0,0.0,0.0,0.0,0.0
123.64,30.0,0.0,0.0,0.0,0.0,0.0
123.69,30.0,0.0,0.0,0.0,0.0,0.0
123.74,30.0,0.0,0.0,0.0,0.0,0.0
123.79,30.0,0.0,0.0,0.0,0.0,0.0
123.84,30.0,0.0,0.0,0.0,0.0,0.0
123.89,30.0,0.0,0.0,0.0,0.0,0.0
123.94,30.0,0.0,0.0,0.0,0.0,0.0
123.99,30.0,0.0,0.0,0.0,0.0,0.0
124.04,30.0,0.0,0.0,0.0,0.0,0.0
124.09,30.0,0.0,0.0,0.0,0.0,0.0
124.14,30.0,0.0,0.0,0.0,0.0,0.0
124.19,30.0,0.0,0.0,0.0,0.0,0.0
124.24,30.0,0.0,0.0,0.0,0.0,0.0
124.29,30.0,0.0,0.0,0.0,0.0,0.0
124.34,30.0,0.0,0.0,0.0,0.0,0.0
124.39,30.0,0.0,0.0,0.0,0.0,0.0
124.44,30.0,0.0,0.0,0.0,0.0,0.0
124.49,30.0,0.0,0.0,0.0,0.0,0.0
124.54,30.0,0.0,0.0,0.0,0.0,0.0
124.59,30.0,0.0,0.0,0.0,0.0,0.0
124.64,30.0,0.0,0.0,0.0,0.0,0.0
124.69,30.0,0.0,0.0,0.0,0.0,0.0
124.74,30.0,0.0,0.0,0.0,0.0,0.0
124.79,30.0,0.0,0.0,0.0,0.0,0.0
124.84,30.0,0.0,0.0,0.0,0.0,0.0
124.89,30.0,0.0,0.0,0.0,0.0,0.0
124.94,30.0,0.0,0.0,0.0,0.0,0.0
124.99,30.0,0.0,0.0,0.0,0.0,0.0
125.04,30.0,0.0,0.0,0.0,0.0,0.0
125.09,30.0,0.0,0.0,0.0,0.0,0.0
125.14,30.0,0.0,0.0,0.0,0.0,0.0
125.19,30.0,0.0,0.0,0.0,0.0,0.0
125.24,30.0,0.0,0.0,0.0,0.0,0.0
125.29,30.0,0.0,0.0,0.0,0.0,0.0
125.34,30.0,0.0,0.0,0.0,0.0,0.0
125.39,30.0,0.0,0.0,0.0,0.0,0.0
125.44,30.0,0.0,0.0,0.0,0.0,0.0
125.49,30.0,0.0,0.0,0.0,0.0,0.0
125.54,30.0,0.0,0.0,0.0,0.0,0.0
125.59,30.0,0.0,0.0,0.0,0.0,0.0
125.64,30.0,0.0,0.0,0.0,0.0,0.0
125.69,30.0,0.0,0.0,0.0,0.0,0.0
125.74,30.0,0.0,0.0,0.0,0.0,0.0
125.79,30.0,0.0,0.0,0.0,0.0,0.0
125.84,30.0,0.0,0.0,0.0,0.0,0.0
125.89,30.0,0.0,0.0,0.0,0.0,0.0
125.94,30.0,0.0,0.0,0.0,0.0,0.0
125.99,30.0,0.0,0.0,0.0,0.0,0.0
126.04,30.0,0.0,0.0,0.0,0.0,0.0
126.09,30.0,0.0,0.0,0.0,0.0,0.0
126.14,30.0,0.0,0.0,0.0,0.0,0.0
126.19,30.0,0.0,0.0,0.0,0.0,0.0
126.24,30.0,0.0,0.0,0.0,0.0,0.0
126.29,30.0,0.0,0.0,0.0,0.0,0.0
126.34,30.0,0.0,0.0,0.0,0.0,0.0
126.39,30.0,0.0,0.0,0.0,0.0,0.0
126.44,30.0,0.0,0.0,0.0,0.0,0.0
