Time,linear.x,linear.y,linear.z,angular.x,angular.y,angular.z
201.26,0.0014649900921271273,-1.577831152162845e-05,0.0003881509243160564,1.5030709055374455e-05,-0.0001846973921319138,1.335791541054181e-05
201.26,0.0014649778109518037,-1.5778133284318854e-05,0.00038815096485580243,1.503046013663887e-05,-0.00018469739217078106,1.3357667810222102e-05
201.26,0.0014507490735803236,-1.8126957589260377e-06,8.769372926238212e-07,1.1009466909148005e-07,-5.8345319072759366e-08,1.1821866439029784e-06
201.26,0.0014649716690917284,-1.5778044146617382e-05,0.00038815098512383627,1.50303356740008e-05,-0.00018469739219051162,1.335754399858119e-05
201.26,0.0014649655263827576,-1.5777954999411963e-05,0.00038815100539721565,1.5030211187756297e-05,-0.00018469739220606073,1.3357420178407446e-05
201.26,0.001464953238382566,-1.577775977588383e-05,0.0003881510467733556,1.5029964390032318e-05,-0.0001846973920763975,1.335717232050279e-05
201.26,0.0014649532384225178,-1.5777776666868735e-05,0.0003881510459359773,1.502996221437682e-05,-0.00018469739223937216,1.3357172515081313e-05
201.26,0.001464947093170756,-1.5777687483900505e-05,0.0003881510662086007,1.5029837714053536e-05,-0.000184697392253293,1.3357048672113709e-05
201.26,0.0014649409470721274,-1.577759828836979e-05,0.00038815108647934614,1.5029713208274443e-05,-0.00018469739226818107,1.3356924821265749e-05
201.26,0.0014649286522905938,-1.5777402973341106e-05,0.0003881511278622643,1.502946634412918e-05,-0.00018469739213182917,1.3356676901856343e-05
201.26,0.0014649225036490598,-1.5777313744497127e-05,0.0003881511481365856,1.5029341815242726e-05,-0.00018469739214188805,1.335655302761623e-05
201.26,0.001464916354200533,-1.5777241393861726e-05,0.0003881511675726644,1.5029215103493273e-05,-0.0001846973923155862,1.335642934048063e-05
201.26,0.0014649102038257827,-1.5777135250199652e-05,0.00038815118868272677,1.5029092744103097e-05,-0.0001846973921636721,1.3356305257030262e-05
201.27,0.0014649102038657563,-1.577715214029483e-05,0.0003881511878453335,1.5029090568491777e-05,-0.00018469739232663285,1.3356305451622858e-05
201.28,0.0014648979006146679,-1.5776956709327424e-05,0.0003881512292331291,1.5028843631915734e-05,-0.00018469739218149967,1.3356057454385048e-05
201.29,0.0014648917477399508,-1.5776867421726647e-05,0.000388151249514152,1.5028719068425935e-05,-0.00018469739218562105,1.3355933541554644e-05
201.3,0.0014648855940185277,-1.5776778122376377e-05,0.00038815126978607975,1.5028594493601607e-05,-0.00018469739219372156,1.3355809621152951e-05
201.31,0.0014648794394905714,-1.5776705700683894e-05,0.00038815128922271565,1.502846774012879e-05,-0.00018469739236539066,1.335568588777124e-05
201.32,0.0014648794394905714,-1.5776705700683894e-05,0.00038815128922271565,1.502846774012879e-05,-0.00018469739236539066,1.335568588777124e-05
201.33,0.0014648671277768582,-1.577651015401316e-05,0.0003881513306163221,1.502822074007656e-05,-0.00018469739220985205,1.3355437814038987e-05
201.34,0.0014648609706708466,-1.577642080670321e-05,0.0003881513508955287,1.5028096139448166e-05,-0.000184697392213135,1.335531386273981e-05
