time[s],speed[m/s],
0,7.1152
0.20002,6.2883
0.4003,5.7034
0.59996,5.1593
0.80014,4.5855
1.0003,4.2709
1.2,3.8762
1.4,3.1361
1.6021,2.319
1.8,2.0921
2.0001,2.4756
2.201,2.8233
2.4001,2.7135
2.6001,2.4808
2.8008,2.5399
3,2.5846
3.2,2.3126
3.6002,1.7957
3.8001,1.6097
4.2002,2.3911
4.4002,2.7163
4.8003,2.5524
5.0003,2.5439
5.4001,2.5988
5.6002,2.6373
6.0002,2.7013
6.2001,2.7486
6.6003,2.7964
6.8002,2.8109
7.4004,3.0251
7.8003,3.357
8.0002,3.5294
8.4003,3.9194
8.6002,4.1264
9.0002,4.2985
9.2002,4.5618
9.8003,5.0511
10.201,5.4922
10.401,6.0854
10.801,6.3704
11.001,6.463
11.401,6.7155
11.601,7.0584
11.802,7.48
12.001,7.6218
12.201,7.7372
12.601,7.9868
12.801,8.1113
13.002,8.2146
13.401,8.3397
13.801,8.4816
14.001,8.59
14.401,8.723
14.601,8.6495
15.001,8.7659
15.2,8.7942
15.801,8.8804
16.201,8.8375
16.401,8.8982
16.801,9.0775
17.001,9.1547
17.401,9.1228
17.601,9.1847
18.201,9.454
18.601,9.6002
19.201,9.9879
19.401,10.203
19.603,10.276
19.802,10.358
20.001,10.416
20.204,10.541
20.601,10.622
21.001,10.96
21.201,11.887
21.801,12.158
22.002,12.372
22.401,12.847
23.001,12.969
23.601,13.037
24.201,13.184
24.801,13.389
25.401,13.717
25.602,13.788
25.801,13.903
26.001,13.998
26.601,11.781
26.802,11.823
27.801,12.151
28.401,11.722
28.801,11.894
29.001,12.035
29.601,12.033
29.803,11.875
30.201,11.952
30.402,11.993
30.801,12.17
31.201,11.939
31.801,11.248
32.001,11.194
32.203,11.12
32.601,11.161
33.201,11.028
33.402,11.083
33.601,10.779
33.801,10.604
34.002,10.34
34.401,9.8945
34.602,9.8035
35.601,9.3942
36.001,9.111
36.201,8.8957
36.602,9.0577
36.801,8.9893
37.202,8.6784
37.401,8.4924
37.603,8.3266
37.801,8.1612
38.001,7.9822
38.602,7.5234
38.803,7.0974
39.201,6.8366
39.403,6.6692
39.801,6.4543
40.002,6.4181
40.202,6.3232
40.401,6.2293
42.601,5.3747
42.801,5.6766
43.002,5.6293
43.201,5.5886
44.001,5.4273
44.401,5.4155
44.602,5.4574
44.803,5.4881
45.201,5.5824
45.403,5.6434
46.002,5.8326
46.202,5.8768
46.401,5.9102
47.001,5.907
47.203,5.9164
47.602,5.8574
49.003,5.7007
49.202,5.7027
49.802,5.9804
50.002,6.2221
51.202,6.6889
51.403,6.7409
52.003,6.8226
53.002,6.9243
53.203,6.8042
53.602,6.8706
53.803,6.9314
54.403,7.1633
54.602,7.2089
54.803,7.2729
55.003,7.3199
56.002,7.584
58.603,8.4086
59.602,8.7307
60.403,9.3609
61.603,10.098
63.202,11.056
63.803,10.594
64.003,10.639
64.402,10.731
65.003,10.948
65.203,10.976
65.602,11.039
65.804,11.052
67.003,11.336
67.603,11.474
68.203,11.536
69.403,11.496
70.003,11.328
70.403,11.241
70.603,11.193
71.203,11.061
71.602,10.949
74.603,9.4859
74.803,9.9728
77.203,9.3754
78.203,9.3291
79.003,9.2509
80.003,9.2502
80.203,9.2955
81.003,9.3251
81.603,9.0159
82.003,8.7197
82.803,8.8924
83.803,8.8139
84.203,8.6416
85.403,8.4863
85.803,8.4877
86.203,8.503
87.203,8.4339
88.003,8.6615
88.603,8.6614
89.003,8.7225
89.803,8.9114
90.403,9.2868
91.403,9.889
91.803,9.954
92.003,9.0683
92.203,7.6713
93.203,6.1309
93.603,6.5945
94.003,6.6759
94.603,6.3552
95.403,6.0152
95.803,6.0383
96.203,5.9191
96.603,5.8051
97.003,5.6011
97.203,5.4671
97.403,5.3724
97.603,5.342
98.003,5.1187
98.203,5.1271
98.403,5.1568
98.603,5.0341
98.803,4.8377
99.203,4.5754
99.603,4.1671
99.803,3.9806
100,3.7614
