Time,linear.x,linear.y,linear.z,angular.x,angular.y,angular.z
79.03,0.0024794855859818898,0.000286704558231033,0.0003784546366403454,-3.222183061038845e-05,-0.00015563681147084108,0.00065015435302314
79.03,0.0020000452498263534,0.0007291192137828715,0.0003883348117950887,-1.1338556524761102e-05,-0.00022274392481201873,0.0003687515836254904
79.03,0.002479315613020789,0.00028668027904598655,0.0003784561229500632,-3.2217565698780164e-05,-0.00015563564681612962,0.0006501335520043157
79.03,0.002479145688566518,0.0002866560293652289,0.0003784576092197431,-3.221330481341168e-05,-0.00015563448469388717,0.0006501127861332045
79.03,0.002479145688566518,0.0002866560293652289,0.0003784576092197431,-3.221330481341168e-05,-0.00015563448469388717,0.0006501127861332045
79.04,0.0024789758125815923,0.0002866318091814731,0.0003784590954460572,-3.220904795339101e-05,-0.0001556333251085778,0.000650092055400682
79.05,0.0024789758125815923,0.0002866318091814731,0.0003784590954460572,-3.220904795339101e-05,-0.0001556333251085778,0.000650092055400682
79.06,0.0024788059850651763,0.00028660761848617447,0.0003784605816353281,-3.220479511814619e-05,-0.00015563216805359646,0.0006500713597928947
79.07,0.0024788059850651763,0.00028660761848617447,0.0003784605816353281,-3.220479511814619e-05,-0.00015563216805359646,0.0006500713597928947
79.08,0.002478634499911913,0.00028659929699794236,0.00037846124653294073,-3.2199347944890376e-05,-0.00015563114266093508,0.0006500507277459293
79.09,0.0019992805349854773,0.0007288824784879256,0.00038833838956310986,-1.1281963682259616e-05,-0.0002227400261353749,0.00036847405084218895
79.1,0.0024784664753024752,0.0002865593255296837,0.00037846355389074707,-3.219630153506737e-05,-0.00015562986154255722,0.0006500300739185577
79.11,0.0024784664753024752,0.0002865593255296837,0.00037846355389074707,-3.219630153506737e-05,-0.00015562986154255722,0.0006500300739185577
79.12,0.0024782967930245484,0.000286535223251654,0.00037846503996054396,-3.219206077998427e-05,-0.00015562871208298098,0.0006500094836332465
79.13,0.0024782967930245484,0.000286535223251654,0.00037846503996054396,-3.219206077998427e-05,-0.00015562871208298098,0.0006500094836332465
79.14,0.0024781271591350993,0.0002865111504234695,0.0003784665259859815,-3.218782404917279e-05,-0.00015562756515480935,0.0006499889284283675
79.15,0.0024781271591350993,0.0002865111504234695,0.0003784665259859815,-3.218782404917279e-05,-0.00015562756515480935,0.0006499889284283675
79.16,0.00247795757359979,0.0002864871070349708,0.00037846801197142534,-3.218359134886465e-05,-0.00015562642075988949,0.000649968408293911
79.17,0.0019986673888444965,0.0007287001540543169,0.00038834193965585313,-1.1235961345545728e-05,-0.0002227369103631412,0.00036825189111206727
79.18,0.002477788036406366,0.0002864630930806496,0.00037846949792018597,-3.21793626661085e-05,-0.00015562527889073971,0.0006499479232173082
79.19,0.002477788036406366,0.0002864630930806496,0.00037846949792018597,-3.21793626661085e-05,-0.00015562527889073971,0.0006499479232173082
79.2,0.002477618547514097,0.0002864391085480633,0.0003784709838282056,-3.2175138010189515e-05,-0.0001556241395538712,0.0006499274731859844
79.21,0.0019848501295421815,0.0007468055842427303,4.864903649438199e-06,4.0383951944068964e-07,-3.464199328863559e-05,0.00035547470831217876
79.22,0.00247744740231001,0.0002864309824517117,0.00037847164879905703,-3.216971930948976e-05,-0.00015562313155623427,0.0006499070866434467
79.23,0.0024774491069317495,0.000286415153426029,0.0003784724696943898,-3.2170917377921e-05,-0.00015562300274420585,0.000649907058183809
79.24,0.0024772780102141874,0.000286407055207494,0.00037847313467570266,-3.216550274455741e-05,-0.00015562199723001286,0.0006498867066649746
79.25,0.0019980581698247554,0.0007285106808080593,0.0003883447879452165,-1.1190567386277599e-05,-0.00022273371910759703,0.00036802962180084386
79.26,0.0024771103705883498,0.00028636733137706,0.0003784754413048437,-3.216248818831319e-05,-0.0001556207367101534,0.000649866333232863
79.27,0.0019979087751078235,0.0007284562094953914,0.0003883448038150545,-1.1179874004110285e-05,-0.00022273287472891786,0.00036797404142844506
79.28,0.0024769410747880576,0.0002863434644324,0.0003784769270503106,-3.2158279626612744e-05,-0.00015561960748552322,0.0006498460232580445
79.29,0.001997756731798747,0.0007284088347321668,0.0003883455144739496,-1.1168513068760971e-05,-0.00022273206951892757,0.00036791844912325227
79.3,0.0024767701234070737,0.0002863354498018774,0.000378477592063257,-3.215287719066199e-05,-0.0001556186094170986,0.0006498257767435237
79.31,0.0019976047632732207,0.0007283614576656855,0.000388346224724225,-1.115714860738949e-05,-0.00022273126218879034,0.0003678628496896719
79.32,0.002476602627829682,0.0002862958186599367,0.00037847989841973,-3.2149874572663245e-05,-0.0001556173566140114,0.0006498055082694268
79.33,0.0019974528695173963,0.0007283140782918769,0.0003883469345692162,-1.114578062182007e-05,-0.00022273045273685073,0.0003678072431268784
79.34,0.002476433476641787,0.0002862720398110411,0.0003784813840440617,-3.214567807551629e-05,-0.00015561623496663978,0.0006497853032248888
79.35,0.001997301050499608,0.0007282666966087928,0.0003883476440058831,-1.1134409118194612e-05,-0.00022272964116606795,0.00036775162943053914
79.36,0.0024762643736140426,0.0002862482903031212,0.0003784828696246161,-3.21414856065128e-05,-0.0001556151158487149,0.0006497651331273414
79.37,0.0019971493061851256,0.000728219312619999,0.0003883483530412035,-1.1123034089173618e-05,-0.00022272882747730545,0.00036769600860379073
79.38,0.0024760953187298617,0.0002862245701315796,0.0003784843551691297,-3.2137297156069615e-05,-0.0001556139992541487,0.0006497449979690113
79.39,0.0024760953187298617,0.0002862245701315796,0.0003784843551691297,-3.2137297156069615e-05,-0.0001556139992541487,0.0006497449979690113
79.4,0.002475924609186461,0.00028621669464445193,0.00037848502023995513,-3.213191503463889e-05,-0.0001556130135827824,0.0006497249262187146
79.41,0.0019968460415630625,0.0007281245377260549,0.00038834976988864195,-1.1100273474049296e-05,-0.00022272719374166077,0.00036758474558558346
79.42,0.0024757573533107672,0.0002861772177587676,0.0003784873261335994,-3.212893231644964e-05,-0.00015561177363531144,0.000649704832430015
79.43,0.0024757573533107672,0.0002861772177587676,0.0003784873261335994,-3.212893231644964e-05,-0.00015561177363531144,0.000649704832430015
79.44,0.0024755884427419164,0.00028615358553592696,0.00037848881155593293,-3.212475592942431e-05,-0.00015561066460950302,0.0006496848020196538
79.45,0.001996543075435255,0.000728029753607324,0.00038835118511449957,-1.1077498786409872e-05,-0.00022272555153118022,0.0003674734540808312
79.46,0.002475419580236456,0.00028612998260785244,0.0003784902969373956,-3.212058356020605e-05,-0.00015560955810932177,0.000649664806501498
79.47,0.001996388986946606,0.0007279894390698523,0.00038835258720191514,-1.106544327859697e-05,-0.0002227247682232352,0.0003674177927737457
