Time,data
79.13,4.644048690795898
79.17,4.643901824951172
79.22,4.643686771392822
79.26,4.643538475036621
79.27,4.643463134765625
79.3,4.6433939933776855
79.34,4.643244743347168
79.38,4.643096923828125
79.42,4.642956733703613
79.47,4.642809867858887
79.51,4.642666816711426
79.56,4.642446041107178
79.6,4.642304420471191
79.61,4.642230033874512
79.63,4.642152786254883
79.68,4.642006874084473
79.72,4.641864776611328
79.76,4.641718864440918
79.81,4.64157772064209
79.85,4.6414265632629395
79.9,4.641213417053223
79.94,4.64106559753418
79.95,4.6409912109375
79.97,4.640917778015137
80.02,4.640774726867676
80.06,4.640628814697266
80.1,4.640487194061279
80.15,4.6403398513793945
80.2,4.640124320983887
80.23,4.63997745513916
80.25,4.639904975891113
80.27,4.639830112457275
80.32,4.639695167541504
80.36,4.639554023742676
80.4,4.63941764831543
80.45,4.639273643493652
80.49,4.639134883880615
80.54,4.6389288902282715
80.58,4.638786315917969
80.59,4.6387224197387695
80.61,4.6386518478393555
80.66,4.63851261138916
80.7,4.638376235961914
80.74,4.638235092163086
80.79,4.655823230743408
80.84,4.766907215118408
80.88,4.898180961608887
80.9,4.980907917022705
80.91,5.074672698974609
80.96,5.292271614074707
81.0,5.5481038093566895
81.04,5.831648349761963
81.09,6.133280277252197
81.13,6.436946392059326
81.18,6.892795085906982
81.22,7.1975250244140625
81.23,7.349935531616211
81.25,7.502820014953613
81.3,7.8077168464660645
81.34,8.111019134521484
81.38,8.414548873901367
81.42,8.726499557495117
81.47,9.054360389709473
81.52,9.638201713562012
81.56,10.111394882202148
81.57,10.360957145690918
81.59,10.613609313964844
81.64,11.118685722351074
81.68,11.599343299865723
81.72,12.06891918182373
81.77,12.500473022460938
81.81,12.895675659179688
81.86,13.448721885681152
81.9,13.810297966003418
81.91,13.990805625915527
81.93,14.16978931427002
81.98,14.524096488952637
82.02,14.860747337341309
82.06,15.189645767211914
82.11,15.520281791687012
82.15,15.861778259277344
82.2,16.395328521728516
82.24,16.76217269897461
82.25,16.947355270385742
82.27,17.13269805908203
82.32,17.49386215209961
82.36,17.828716278076172
82.4,18.135520935058594
82.45,18.422548294067383
82.49,18.696645736694336
82.54,19.09809112548828
82.58,19.36486053466797
82.6,19.49913787841797
82.61,19.632671356201172
82.66,19.880311965942383
82.7,20.110620498657227
82.75,20.335783004760742
82.79,20.561527252197266
82.84,20.875198364257812
82.88,21.043895721435547
82.89,21.121496200561523
82.92,21.195402145385742
82.96,21.327157974243164
83.0,21.448896408081055
83.04,21.5693416595459
83.09,21.69198989868164
83.13,21.825605392456055
83.18,22.05451011657715
83.22,22.217905044555664
83.23,22.300159454345703
83.25,22.38239860534668
83.3,22.549633026123047
83.34,22.724760055541992
83.38,22.898849487304688
83.43,23.08078384399414
83.47,23.264291763305664
83.51,23.4431209564209
83.52,23.531755447387695
83.56,23.708059310913086
83.58,23.797739028930664
83.59,23.88661766052246
83.64,24.056194305419922
83.68,24.213829040527344
83.72,24.37237548828125
83.77,24.52628517150879
83.81,24.67752456665039
83.85,24.962574005126953
83.9,25.199275970458984
83.92,25.32903480529785
83.94,25.463136672973633
83.98,25.73896026611328
84.02,26.00510597229004
84.06,26.24038314819336
84.11,26.447616577148438
84.15,26.632375717163086
84.2,26.877899169921875
84.24,27.024932861328125
84.26,27.092872619628906
84.27,27.1583251953125
84.31,27.282102584838867
84.36,27.395063400268555
84.4,27.49908447265625
84.45,27.584434509277344
84.49,27.670513153076172
84.53,27.800201416015625
84.58,27.884918212890625
84.6,27.92422103881836
84.62,27.961811065673828
84.66,28.033443450927734
84.7,28.10828971862793
84.75,28.189790725708008
84.79,28.2782039642334
84.84,28.417570114135742
84.88,28.51134490966797
84.89,28.558887481689453
84.91,28.606319427490234
84.96,28.698244094848633
85.0,28.78713607788086
85.05,28.873756408691406
85.09,28.956138610839844
85.13,29.034635543823242
85.18,29.161596298217773
85.22,29.244159698486328
85.24,29.28444480895996
85.25,29.324600219726562
85.3,29.40569496154785
85.34,29.48923110961914
85.39,29.575355529785156
85.43,29.661096572875977
85.48,29.7425594329834
85.52,29.86185073852539
85.56,29.938291549682617
85.57,29.975297927856445
85.59,30.011476516723633
85.64,30.080575942993164
85.68,30.146589279174805
85.73,30.214088439941406
85.77,30.271072387695312
85.81,30.345094680786133
85.86,30.405372619628906
85.88,30.437910079956055
85.89,30.47078514099121
85.94,30.53692054748535
85.98,30.602218627929688
86.03,30.672529220581055
86.07,30.745704650878906
86.11,30.803152084350586
86.16,30.889219284057617
86.21,30.988000869750977
86.23,31.022552490234375
86.28,31.091188430786133
86.33,31.155183792114258
86.37,31.20657730102539
86.41,31.254562377929688
86.46,31.32975959777832
86.5,31.384775161743164
86.51,31.41312026977539
86.53,31.441329956054688
86.57,31.496356964111328
86.63,31.540393829345703
86.67,31.57404899597168
86.71,31.606592178344727
86.76,31.656444549560547
86.81,31.714601516723633
86.84,31.729642868041992
86.88,31.755949020385742
86.92,31.781524658203125
86.97,31.813575744628906
87.01,31.844402313232422
87.05,31.871580123901367
87.1,31.91653060913086
87.14,31.954065322875977
87.15,31.97039031982422
87.17,31.983314514160156
87.22,32.01093292236328
87.27,32.038421630859375
87.31,32.064537048339844
87.35,32.08915328979492
87.4,32.12287902832031
87.44,32.14414596557617
87.46,32.15525436401367
87.47,32.16691970825195
87.52,32.19189453125
87.57,32.219482421875
87.61,32.25354766845703
87.65,32.28923797607422
87.7,32.336708068847656
87.74,32.37171936035156
87.75,32.38985824584961
87.77,32.40838623046875
87.82,32.44629669189453
87.86,32.48458480834961
87.91,32.52081298828125
87.95,32.546974182128906
87.99,32.574302673339844
88.04,32.61771774291992
88.09,32.65135955810547
88.1,32.664642333984375
88.11,32.673789978027344
88.16,32.69576644897461
88.2,32.71862030029297
88.25,32.740020751953125
88.29,32.759361267089844
88.33,32.776466369628906
88.38,32.80213165283203
88.43,32.815792083740234
88.45,32.819374084472656
88.5,32.82787322998047
88.54,32.840599060058594
88.59,32.858421325683594
88.63,32.87199783325195
88.67,32.880516052246094
88.72,32.89722442626953
88.76,32.912384033203125
88.78,32.92147445678711
88.79,32.93132019042969
88.84,32.95147705078125
88.88,32.964378356933594
88.93,32.973899841308594
88.97,32.983489990234375
89.01,32.994232177734375
89.05,33.01238250732422
89.1,33.029075622558594
89.11,33.039268493652344
89.13,33.048553466796875
89.18,33.05585861206055
89.22,33.064239501953125
89.26,33.07380676269531
89.31,33.084625244140625
89.35,33.09541320800781
89.4,33.1124267578125
89.44,33.121604919433594
89.45,33.122528076171875
89.47,33.124168395996094
89.52,33.12898635864258
89.56,33.13793182373047
89.61,33.148521423339844
89.65,33.15989303588867
89.69,33.163658142089844
89.74,33.17072296142578
89.79,33.17874526977539
89.82,33.181243896484375
89.86,33.186668395996094
89.9,33.193077087402344
89.94,33.202354431152344
89.99,33.21510314941406
90.04,33.22956848144531
90.08,33.23321533203125
90.09,33.23577117919922
90.12,33.238826751708984
90.16,33.247406005859375
90.2,33.25518798828125
90.25,33.26170349121094
90.29,33.26850509643555
90.33,33.278541564941406
90.38,33.28095245361328
90.42,33.28294372558594
90.43,33.284645080566406
90.45,33.28649139404297
90.5,33.291648864746094
90.54,33.29922866821289
90.58,33.30707550048828
90.63,33.30419921875
90.67,33.3031120300293
90.72,33.30168914794922
90.76,33.305877685546875
90.78,33.30940246582031
90.8,33.313907623291016
90.84,33.310394287109375
90.88,33.306976318359375
90.93,33.30746841430664
90.97,33.31092834472656
91.02,33.318092346191406
91.06,33.32574462890625
91.08,33.331321716308594
91.09,33.338050842285156
91.14,33.34690475463867
91.18,33.350486755371094
91.23,33.35602569580078
91.27,33.365234375
91.31,33.3963737487793
91.36,33.4715576171875
91.4,33.52122497558594
91.41,33.547401428222656
